sub_query,rerank_score,score,source,document_id,revision,chunk_index,title,page,text_content
technical documentation compliance checklist for jurisdiction requirements,0.024237635,0.399126083,D96388 HAL 4.0 UA Legal Information (EU REP Change) UA Checklist Rev 01.docx.pdf,D96388,1,12,3.0 Checklist (Continued),4-5,"For hardware products, review the product drawings (bill of materials) for UA and Manuals Kits: - Verify Doc IDs - Verify Quantity (REF for MyVarian download, number if hardcopy (fulfilled via SAP and Purchasing). Note: N/A for software-only products or BrachyTherapy applicators. Done - 14 Oct 2025 CLOSEOUT  -- ARCHIVE UAP 39. Finalize the UAP noting the final UA versions (Doc IDs) and any significant changes to the scope, Localization, or distribution from the initial plan. - Get the revised UAP approved. - File the revised UAP in the DHF. Quality Plan # QP-2024- 14 Oct 2025 N/A 00067 Archiving 40. Archive source and supporting project development material per local requirements and VMS quality system, including Publication Notice, Review Report(s) and UA Checklist. Labeling, 14 Oct 2025 Done Publication Notices Upload Publication Notice and UA Checklist to GPLSee #40 Records Done 14 Oct 2025 41. Customer Documentation > Quality Records. Document Signing Page"
technical documentation compliance checklist for jurisdiction requirements,0.023464657,0.353107274,D54978 HAL 4.0 Regulatory Plan Rev 5.0.pdf,D54978,5,90,2. “Ethos Radiotherapy System ” > 9.2 EU Marketing Clearance Strategy > 9.2.1 ISD documentation requirements (Continued),41,"Varian Confidential REG0504F01 Rev 05 This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Page 41 of 83 Varian ISD Section Document Document/Example and Comment Functional Responsibility Doc update? Due Date IEC 61217:2007 and IEC 61217:2011 D44100 Compliance Update required DTR IEC 62274:2005 D44073 Compliance Update required DTR IEC 60825-1: 2007 (2nd Edition) 102341812MPK-017 Compliance Update required DTR IEC 60825-1:2014 (Third Edition) 102341812MPK-018 Compliance Update required DTR IEC 60601-1:1988+A1:1991+A2:1995 102341812MIN-002 Compliance Update required DTR IEC 60601-1-3:2008 (Second Edition) + A1:2013 102341812MIN-003a Compliance Update required DTR IEC 60601-1-3:1994 (First Edition)  102341812MIN-003b Compliance Update required DTR IEC 60601-1-4:1996 (1st Ed.) +Am.1:1999 102341812MIN-010 Compliance Update required DTR"
technical documentation compliance checklist for jurisdiction requirements,0.022846196,0.359480262,D84872 HAL 4.0 CRN UA Checklist.docx.pdf,D84872,,3,3. Document the project.,1,"• Section 1.0: List the UA covered by the checklist. • Section 2.0: Include the UAD or UADs who worked on the project, all of whom sign approval of the final checklist. • Section 3.0: Justification column: o If more than one UAD worked on the project, include the initials of the UAD who completed the task. o For tasks that are “[Optional]”, Partially Done or Not Applicable (N/A), note why and date the entry. • Tip: Summarize global comments, such as tasks N/A to a project, in a row inserted at the start of the checklist. • To add tasks to the checklist, insert a row and note the addition in the Justification column. Renumber the item with a letter suffix (such as “7a”) or renumber the added entry and all subsequent Task #s."
technical documentation compliance checklist for jurisdiction requirements,0.021906367,0.350538105,D96388 HAL 4.0 UA Legal Information (EU REP Change) UA Checklist Rev 01.docx.pdf,D96388,1,10,3.0 Checklist (Continued),3-4,"Initiate approval for UA (secured publication-ready final draft as the supporting document) and approval form (LL*40 Review Report or form). Done -13 Oct 2025 UA 29. Traceability On UA approval, verify that the signed approval form Done -14 Oct 2025 and approved UA are filed in the DHF. PUBLICATION Create a CMS read-only snapshot of the UA bookmap Done CMS - 14 Oct 2025 30. by changing status to Published. HAL 4.0 UA Legal Information (EU REP Change) UA Checklist Revision Doc Number 01 D96388 Varian Confidential DND0602T02 Rev 04 This document contains confidential, proprietary information of Varian, a Siemens Healthineers Company. It may not be copied or reproduced without prior written permission from Varian. Page 4 of 4 Task Task DescriptionDone Justification if N/A; Notes Date # Document Management 31. System On UA approval, (request local manager / GPL Admin to) upload the approved UA from your Holding folder to the product folder in GPL Customer Documentation > Publications."
technical documentation compliance checklist for jurisdiction requirements,0.019568676,0.363972872,D65926 HAL4.0 2022 IEC 60601-2-1(2020) 201.10.101.3.2.1 - X-RADIATION Report Rev 01.pdf,D65926,1,14,4. Compliance Checks (Continued),6,"c) Type Test grade B – Procedure: if an MLC exists, then open adjustable or interchangeable BLDs to a square or circular RADIATION FIELD of area 300 cm2 and close the MLC to the smallest opening consistent with this area (e.g. using a thin T or + shaped field). Perform RADIATION DETECTOR measurements in the area protected by the MLC. From these measurements, calculate the area weighted average ABSORBED DOSE DLX due to LEAKAGE RADIATION through the BLDs, including multi‐ element BLDs, in the area M. The proximal MLC and distal MLC, by themselves, comply with (a) and (b), and Halcyon does not have backup jaws, so (c) does not apply to Halcyon. c) Type Test grade B – Procedure: use DIRECT or INDIRECT RADIOGRAMS to demonstrate the capability of the automatic adjustment of the adjustable or interchangeable BLDs. The proximal MLC and distal MLC, by themselves, comply with (a) and (b), and Halcyon does not have backup jaws, so (c) does not apply to Halcyon."
technical documentation compliance checklist for jurisdiction requirements,0.01778039,0.35566923,D54978 HAL 4.0 Regulatory Plan Rev 5.0.pdf,D54978,5,88,2. “Ethos Radiotherapy System ” > 9.2 EU Marketing Clearance Strategy > 9.2.1 ISD documentation requirements (Continued),40,"Cybersecurity Summary Report D43170 Engineering: Product Security update DOR Validation Test Data Summary test log - Product validation new DOR Verification Test Data Summary test log - Engineering: Product Security new DOR LL00000010-P Engineering  DTR Golden Media Test Specification 5 Clinical Evaluation New DTR Clinical Evaluation Plan L16719 Medical Affairs Updated DTR Clinical Evaluation Report L10958 Medical Affairs New DTR Post-Market Clinical Follow-Up Plan L16094 Medical Affairs New DTR Post-Market Clinical Follow-Up Report L16094 Medical Affairs 6 Risk Analysis Risk Management Plan  D34552 Rev 02 Engineering,  Update required DIR Risk Management Report D38728 Rev 02 Engineering,  Update required DOR RCM Trace Matrix D44084 Rev 02 Engineering,  Update required DOR DFMEA D49060 Engineering,  Update required DOR 7 Standards Update likely required Statement of Standards attestation Compliance/RA DTR HAL 3.0"
technical documentation compliance checklist for jurisdiction requirements,0.017442485,0.362222672,D54978 HAL 4.0 Regulatory Plan Rev 5.0.pdf,D54978,5,110,2. “Ethos Radiotherapy System ” > 9.5 China Marketing Clearance Strategy > 9.5.1 China documentation requirements,49,"a) The R&D PM is leading an initiative to define roles and responsibilities of NMPA technical file based on 510K and ISD RA Dossier. Please refer to the aligned RACI. (D52457-in draft). b) For non-China made medical device, the documents shall be provided in Chinese. If the documents are translated from foreign language, the orginal documents in foreign language shall be provided. For Halcyon and Ethos Radiotherapy system, the legal manufactuer is Varian Medical Systems (China) Co., Ltd. Country of original approval and notarization is not required. c) Start from June 2019, eRPS is required instead of hard copies. d) Type testing according to PTR is required including technirequirements of performance, safety and EMC. It shall be conducted on a production equiveplent machine. e) Per latest CMDE review comments, the type testing report release date shall be after the country orginal approval ( not applicable to Hal since its legal manufacturer is Varian Medical Systems (China) Co., Ltd)"
technical documentation compliance checklist for jurisdiction requirements,0.016721142,0.349271476,D63983 Halcyon 4.0 UA Checklist Rev 01.pdf,D63983,1,4,3.0 Checklist (Continued),2,"This document contains confidential, proprietary information of Varian, a Siemens Healthineers Company. It may not be copied or reproduced without prior written permission from Varian. Page 2 of 6 Task Task Description Done Justification if N/A; Notes Date # Graphics 5. Add, review and revise graphics for product changes and best practices (usability, clarity, text separated from graphics for Localization). Done 30-Jun-22 IFU, until 21-Jul-22 UI 6. [Optional] Review UI elements and strings for clarity and consistency and give feedback to developers. Deferred task to Product Management and N/A 13-Jun-22 UX teams RMR 7. Confirm the status of the risk management report (RMR) and tracing of labeling risk items to the UA. Done 19-Jul-22 Last reviewed for IFU Revise UA for fixed issues and Done 22-Jul-22 Issues/DRs  Traceable in project ADLM. 8. resolved DRs. Product 9. version Verify with Engineering and Regulatory Submissions the product version. MPC RG requirements verified with Stuart"
technical documentation compliance checklist for jurisdiction requirements,0.015663648,0.378486544,D47457 HAL 4.0 APS Record Rev 04.docx.pdf,D47457,4,30,3.0 Summary of Applicable Standards and Guidance documents > 3.1 Applicable Standards (Continued),12,"Applicable Version Title SME function  Evidence required  Comments 3.1.45 Applicable IEC 62274N/A2005Medical electrical equipment - Safety of radiotherapy record and verify systems Product Compliance Internal Report/ Certification Not listed in OJ. Previous report ID: D44073 3.1.46 Applicable IEC 60825-1 EN 60825-1 EN2014Safety of laser products – Part 1: Equipment classification 2014and requirements Product Compliance 3rd Party Report/ Certification Lasers and products containing lasers (bar code scanner, CD reader, Light curtain, etc.) Test Report ID: 102341812MPK-018 3.1.47 Applicable 47 CFR 15N/A N/ATITLE 47--TelecommunicationProduct Compliance 3rd Party Report/ Certification FCC Rules Part 15 Subpart B (EMC) Computer equipment to comply with the emission limits for a Class A or B digital device. Typically obtained from the supplier of the computer. Equipment authorization required depends on type of device: DofC/Verification (Compliance Label) or Certification (FCC ID Required +"
technical documentation compliance checklist for jurisdiction requirements,0.0154839875,0.360216349,D54978 HAL 4.0 Regulatory Plan Rev 5.0.pdf,D54978,5,76,2. “Ethos Radiotherapy System ” (Continued),34,"Machine Performance check Tech Pubs Good draft accepted HAL 3.0 DOR Product specifications Marketing Good draft accepted HAL 3.0 DOR Product brochure Marketing Good draft accepted HAL 3.0 DOR Main device labels Eng Good draft accepted HAL 3.0 DOR Sterilization and 14 Shelf Life Explanation page (See [Not applicable] RA Halcyon 2.0 Example) DOR Point to Test Summary Reports in 15 Biocompatibility Biocompatibility information Compliance Section 9. Biocompatibility Test Reports for  Couch top. DIR 16 Software Software introduction RA Adapted from HAL 2.0/3.0 Software Level of concern RA As per previous versions Extracted from System Design Architecture Design Chart Eng Description. DOR RMR with all sections and RMR (includes hardware and software) Eng traceability as per HAL 3.0. Risks and Requirements should have suitable pre-fixes to make them easily understandable. LL018, Risk management report. SeeHalcyon 2.0 RMR. DOR These documents are not Requirements Documents Engineering"
comparison of device specification with jurisdictional regulatory standards,0.0607519,0.398827076,D30786 Halcyon 2.0 Regulatory Plan Rev 1.0.doc.pdf,D30786,1,20,7.2 Specific Medical Device Standards (Continued),12,"Halcyon 2.0 Regulatory Plan This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc NumberRev.Date Date of last e- D307861.0 signature Format LL00000228 Rev 03Page 12 of 68 # Applicable/TitleEvidenceTested byComments/ Justification Document Identifier Not Applicable Applicable 2 2.6 -01 Not Applicable IEC 60601-1-2:2001 +A1:2006 EN 60601-1-2:2001 +A1: 2004 Medical electrical equipment – Part 1-2: General requirements for safety – Collateral standard: Electromagnetic compatibility – Requirements and tests Test reportSelf Cert Third Party 2nd Edition (Not accepted by EU and Canada as of  June 1, 2012) The EMC test report will include a listing of three IEC EMC standards: IEC 60601-1-2:2001+A1;2006, IEC 60601-1-2:2007, and IEC 60601- 1:2014. The technical content for this device is identical for these standards. Applicable 2.6 -02 Not Applicable"
comparison of device specification with jurisdictional regulatory standards,0.049865905,0.376447707,D70060 HAL 4.0 GSPR Checklist Rev2.docx.pdf,D70060,2,102,2. Canada Medical Device Regulations (CMDR) – 2024-12-14 (Continued),35,"appropriately, e.g. if the device has a measuring function, the degree of accuracy claimed for it; EN ISO 20417:2021 Specifications are covered by the specification Sheet. HAL does not deliver measurements in conventional SI units to be utilized by operators. The HAL utilizes measurement scales and coordinate systems in accordance with EN 61217. RAD 10506 Halcyon Specification Sheet MDR GSPR 3(23.4i) CMDR 21(i) AU EP 13.4(13) (i) details of any preparatory treatment or handling of the device before it is ready for use or during its use, such as sterilisation, final assembly, calibration, etc., including the levels of disinfection required to ensure patient safety and all available methods for achieving those levels of disinfection; EN ISO 20417:2021 Cleaning of couch, calibration, Machine Performance check covered accompanying documents. P1039628_Instructions for Use. P1039652 Halcyon and Ethos MPC_Reference Guide MDR GSPR 3(23.4j) CMDR 21(i) AU EP 13.4(28)"
comparison of device specification with jurisdictional regulatory standards,0.04410091,0.361103743,D47457 HAL 4.0 APS Record Rev 04.docx.pdf,D47457,4,6,1.0 Introduction > 1.2     Scope,4,"This document evaluates the applicability of the product-specific standards, laws, and/or directives that must be met to obtain and maintain market access in target markets.  Additional standards may be included for evaluation based upon customer requests and commercial considerations. This document identifies the product-specific standards, laws, and/or directives that apply to the entire device or product. Project-specific requirements and timing may be specified in the Regulatory Plan and the Design and Development Plan. Regulations applicable to Varian Products 1.3 The product-specific standards, laws, and/or directives; and guidance documents listed within this record are used to demonstrate product compliance and/or conformity. The regulations with which Varian establishes its quality system and for which our company is audited and certified (ISO 13485, MDSAP) for ongoing compliance are maintained in the Varian Master Regulations and Standards List."
comparison of device specification with jurisdictional regulatory standards,0.042009056,0.35996747,D30786 Halcyon 2.0 Regulatory Plan Rev 1.0.doc.pdf,D30786,1,40,7.2 Specific Medical Device Standards (Continued),22-23,"Assessment formSelf Cert Third Party User Experience group to structure evaluations following this document Halcyon 2.0 Regulatory Plan This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc NumberRev.Date Date of last e- D307861.0 signature Format LL00000228 Rev 03Page 23 of 68 # Applicable/TitleEvidenceTested byComments/ Justification Document Identifier Not Applicable   Applicable 2.15.9 Not Applicable FCC part 18 TITLE 47—Telecommunication CHAPTER I--FEDERAL COMMUNICATIONS COMMISSION SUBCHAPTER A—GENERAL PART 18--INDUSTRIAL, SCIENTIFIC, AND MEDICAL EQUIPMENT IEC 60601-1-2  Test report Self Cert Third Party Applies to medical devices for acceleration of charged particles The IEC 60601-1-2 test report will provide evidence of compliance.  No separate FCC part 18 test report will be required.   Applicable 2.15.10 Not Applicable"
comparison of device specification with jurisdictional regulatory standards,0.036562506,0.362246186,D47457 HAL 4.0 APS Record Rev 04.docx.pdf,D47457,4,52,3.0 Summary of Applicable Standards and Guidance documents > 3.1 Applicable Standards (Continued),19,Page 19 of 39 # Applicability Identifier Applicable Nat'l Adoption Applicable Version Title SME function  Evidence required  Comments 3.1.97 Applicable 21 CFR 820.65N/A28 July 2025US: TraceabilityQuality Assurance SOPsFollowing Varian procedures ensures compliance with the regulation. 3.1.98 Applicable 21 CFR 820.130N/A28 July 2025US: Device packagingEngineering SOPsFollowing Varian procedures ensures compliance with the regulation. 3.1.99 Applicable 21 CFR 860N/A28 July 2025US: Medical Device Classification ProceduresRegulatory Affairs Internal Report/ Certification Following Varian procedures ensures compliance with the regulation. 3.1.100 Applicable SOR/98-282 Section 6-7 N/A31 May 2025Canada: Medical Devices Regulation Classification of Medical Devices Regulatory Affairs Internal Report/ Certification Following Varian procedures ensures compliance with the regulation. 3.1.101 Applicable SOR/98-282 Sections N/A31 May 2025Canada: Medical Devices Regulation Part 1 Section 10- 20
comparison of device specification with jurisdictional regulatory standards,0.035611413,0.371990323,D30786 Halcyon 2.0 Regulatory Plan Rev 1.0.doc.pdf,D30786,1,17,7.2 Specific Medical Device Standards (Continued),10-11,"  Self Cert Third Party See L10614 Applicable 2.3 -42 Not Applicable ISTA 3B (2013)Packaged-Products for Less-Than- Truckload (LTL) Shipment Report Self Cert Third Party See L10614 Applicable 2.3 -43 Not Applicable ASTM D4332-13Standard Practice for Conditioning Containers, Packages, or Packaging Components for Testing Report   Self Cert Third Party See L10614   Applicable 2.3.44 Not Applicable ASTM D4169: 2009Standard Practice for Performance Testing of Shipping Containers and Systems Report   Self Cert Third Party See L10614 Applicable 2.4 -02 Not Applicable EN ISO 10993-1:2009 Biological evaluation of medical devices -- Part 1: Evaluation and testing within a risk management process (ISO 10993-1:2009) Biocompatibility Assessment report Self Cert Third Party Biocompatibility assessment will reference the ISO 10993 series test reports Halcyon 2.0 Regulatory Plan This document contains confidential, proprietary information of Varian Medical"
comparison of device specification with jurisdictional regulatory standards,0.031678624,0.363042057,D70060 HAL 4.0 GSPR Checklist Rev2.docx.pdf,D70060,2,18,2. Canada Medical Device Regulations (CMDR) – 2024-12-14 (Continued),7-8,"h) the confirmation that the device meets any defined chemical and/or physical specifications. EN ISO 13485: 2016 EN ISO 14971:2019 +A11:2021 Design, manufacture and packaging are assured through the use of quality system standard EN ISO13485. Where there are risks related to pints a) to h) they have been evaluated through the use of ISO14971. Flame resistant components have been used where appropriate. Biocompatibility of patient contact parts was evaluated using the EN 10993 -1:2020 methodology. Verification Summary Report: D68588 Validation Summary Report: D68014 Risk Management Report (RMR):   D56979 D46716_Rev_02_Biocompati bility_Safety_Data MDR GSPRDevices shall be designed, manufactured and 2(10.2) packaged in such a way as to minimise the risk posed EN ISO 14971:2019 +A11:2021 The risk management standard ISO 14971 was followed to evaluate and mitigate risks. Verification Summary Report:  D68588 Checklist for MDR GSPR, Canadian MDR, and Australian Essential Principles"
comparison of device specification with jurisdictional regulatory standards,0.02970375,0.406574965,D47457 HAL 4.0 APS Record Rev 04.docx.pdf,D47457,4,54,3.0 Summary of Applicable Standards and Guidance documents > 3.1 Applicable Standards (Continued),19,"In accordance with Rule 7 of the Medical Device Rules, 2017, it is specified that for the fulfilment of set “Product Standards” of medical devices, all products need to comply with the set Indian Standards as provided by BIS and the latest updated standards specified by the Ministry of Health and Family Welfare also known as MOHFW that falls under the authorization of the Central Government of India. 3.1.106 Applicable Statutory Rules No. 236, N/A01 July 2025 Australia: Therapeutic Goods (Medical Devices) RegulationsRegulatory Affairs Internal Report/ 20022002 Certification Following Varian procedures ensures compliance with the regulation. 3.1.107 Applicable RDC 751/2022 N/A15 September 2022 Brazil: Resolution RDC No 751 Dated September 15, 2022 Provides for risk classification, notification and registration regimes, and labeling requirements and medical device use instructions Regulatory Affairs Internal Report/ Certification Following Varian procedures ensures"
comparison of device specification with jurisdictional regulatory standards,0.023916386,0.368826509,D47457 HAL 4.0 APS Record Rev 04.docx.pdf,D47457,4,90,3.0 Summary of Applicable Standards and Guidance documents > 3.2 Relevant Guidance Documents (Continued),36-37,"FDAUnited States Food and Drug Administration HHSUnited States Department of Health and Human Sciences IECInternational Electrotechnical Commission ISDInternational Submission Dossier ISOInternational Organization for Standardization (TS: Technical Specification) JPALJapanese Pharmaceutical Affairs Law (Japan) MDDMedical Devices Directive (European Union) Medical Device Regulation (European Union).  Will replace MDD. MDR MODModified.   Indicated the IEC standard was adopted with modifications/deviation. NMPANational Medical Products Administration(China) Applicable Product Standards Record HAL 4.0 Revision Doc Number 04 D47457 Varian Confidential REG0505F01 Rev 07 This document contains confidential, proprietary information of Varian, a Siemens Healthineers Company. It may not be copied or reproduced without prior written permission from Varian. Page 37 of 39 Abbreviations Explanation DOW Date of Withdrawal.  The OJ indicates the DOW for EN standards (European Union).  After"
comparison of device specification with jurisdictional regulatory standards,0.023419945,0.366131097,D70060 HAL 4.0 GSPR Checklist Rev2.docx.pdf,D70060,2,47,2. Canada Medical Device Regulations (CMDR) – 2024-12-14 (Continued),17,"sections: Quality Provider, Maintenance Technician MDR GSPR 2(14.5) CMDR 15, 18 AU EP 9.2 Devices that are intended to be operated together with other devices or products shall be designed and manufactured in such a way that the interoperability and compatibility are reliable and safe. EN ISO 13485: 2016 EN ISO 14971:2019 +A11:2021 EN IEC 60601- 1:2006+A1:2012 +A2:2021 (Ed 3.2) EN IEC 60601-2- 1:2021 Design and manufacture are assured through the use of quality system standard EN ISO13485. Risk is evaluated through the use of ISO14971. Functionality of the device with other devices is assured by the use of harmonized standards, and evaluated as part of Verification and Validation testing. HAL is designed and tested for compatibility with Eclipse Treatment Planning, Aria Radiation Therapy Management and (Ethos Radiotherapy System only) with Ethos Treatment Planning and Ethos Treatment Management. Verification Summary Report:  D68588 Validation Summary Report: D68014."
comparison of device specification with jurisdictional regulatory standards,0.022802636,0.388547242,D47457 HAL 4.0 APS Record Rev 04.docx.pdf,D47457,4,53,3.0 Summary of Applicable Standards and Guidance documents > 3.1 Applicable Standards (Continued),19,"10-20Safety and Effectiveness Regulatory Affairs Internal Report/ Certification Following Varian procedures ensures compliance with the regulation. 3.1.102 Applicable SOR/98-282 Section 21- N/A31 May 2025Canada: Medical Devices Regulation Part 1 Section 21-23 23Labeling Requirements Label or Labelling Regulatory Affairs Following Varian procedures ensures compliance with the regulation. 3.1.103 Applicable Ordinance No.N/A28 June 2021Brazil: INMETRO Safety Certification requirements for Brazil. AMS Regulatory 384/2020 Affairs Label or Labelling Superceded 2016 Ordinance 3.1.104 Applicable Ordinance No.N/A28 June 2021Brazil: INMETRO Safety Certification requirements for Brazil. AMS Regulatory 384/2020 Affairs Label or Labelling Superceded 2016 Ordinance 3.1.105 Applicable Medical Device Rules N/A01 January 2018 India: Bureau of Indian Standards (BIS). Rule 7 of the 2017, Rule 7Medical Device Rules, 2017. Product Compliance 3rd Party Report/ Certification"
comparison of device specification with jurisdictional regulatory standards,0.02120612,0.360646218,D30786 Halcyon 2.0 Regulatory Plan Rev 1.0.doc.pdf,D30786,1,37,7.2 Specific Medical Device Standards (Continued),21,"signature Format LL00000228 Rev 03Page 21 of 68 # Applicable/TitleEvidenceTested byComments/ Justification Document Identifier Not Applicable 2.14-Applicable 11Not Applicable GB/T14710-2009 医用电器环境要求及试验方法 Environmental requirement and test methods for medical electrical equipment Test reportSelf Cert Third Party This standard is mandatory for Made- In-China products. This standard specifies requirements and testing methods for temperature, humidity, vibration, transportation, etc. 2.14-Applicable 12Not Applicable GB/T 10151-2008 医用诊断X射线设备高压电缆插头、插 座技术条件 Medical diagnostic X-ray equipment - Specifications for high voltage cable plugs and sockets test report  Self Cert Third Party kV imaging 2.14-Applicable 15Not Applicable 信息产业部第39 号令 MII Decree #39 (aka China RoHS) 电子信息产品污染控制管理办法 Administrative Measures on the Control of Pollution Caused by Electronic Information Products (aka China RoHS) Internal verification evidence Self Cert Third Party Refer to SJ/T11364-2014 for detailed"
comparison of device specification with jurisdictional regulatory standards,0.020606475,0.362047523,D70060 HAL 4.0-GSPR Checklist.pdf,D70060,,75,2. Canada Medical Device Regulations (CMDR) – 2019-06-21 (Continued),24,"Device safety and performance is assured through the use of the standards for Medical Electrical Equipment series EN 60601 Only x-ray radiation is supplied to the patient. Verification Summary Report: D68588 Validation Summary Report: D68014. Risk Management Report (RMR): D56979 : D68985 EN 62304: 2006 Test Report, MDR GSPR 2(21.2) CMDR 15, 16 AU EP 12.12 Devices shall be fitted with the means of preventing and/or indicating any inadequacies in the amount of energy delivered or substances delivered which could pose a danger. Devices shall incorporate suitable means to prevent, as far as possible, the accidental release of dangerous levels of energy or substances from an energy and/or substance source. EN ISO 13485: 2016 EN ISO 14971: 2019 BS EN 62304:2006+A1:2015 Design and manufacture are assured through the use of quality system standard EN ISO13485. Risk is evaluated through the use of ISO14971. Device safety and performance is assured through"
comparison of device specification with jurisdictional regulatory standards,0.020332353,0.363959849,D47457 HAL 4.0 APS Record Rev 04.docx.pdf,D47457,4,15,3.0 Summary of Applicable Standards and Guidance documents > 3.1 Applicable Standards (Continued),7,2019+A11: 2021devices Risk Management Internal Report/ Certification Conformity with EN standard demonstrates compliance with EU MDR. A11:2021 is only required by EU MDR. Following Varian procedures ensures compliance with this standard. Applicable 3.1.4 IEC 62304 EN 2006+A1:2015Medical Device Software - Software Lifecycle processes Design Quality Assurance 3rd Party Report/ Certification IEC standard recognized in U.S. and Canada. Conformity with EN standard demonstrates compliance with EU MDR. A test report should be obtained using the REG0505F03 form. Applicable 3.1.5 IEC 62366-1 EN 2015+A1:2020 Application of Usability Engineering to Medical Devices User Experience 3rd Party Report/ Certification IEC standard recognized in U.S. Conformity with EN standard demonstrates compliance with EU MDR. Applicable 3.1.6 ISO 13485 EN 2016 Quality management systems. Requirements for regulatory purposes EMEIA Regulatory Affairs 3rd Party Report/ Certification Following Varian procedures ensures
comparison of device specification with jurisdictional regulatory standards,0.019568676,0.363440275,D30786 Halcyon 2.0 Regulatory Plan Rev 1.0.doc.pdf,D30786,1,21,7.2 Specific Medical Device Standards (Continued),12-13,"IEC 60601-1-2: 2007 (Modified) EN 60601-1-2:2007 This will become 2014 version ( 4th edition)  – mandatory in 3 years [Three years after issuance of template rev 05 in 2015 is 2018] Medical electrical equipment – Part 1-2: General requirements for basic safety and essential performance – Collateral standard: Electromagnetic compatibility – Requirements and tests Test reportSelf Cert Third Party 3rd Edition Mandatory for EU and Canada starting June 1, 2012 The EMC test report will include a listing of three IEC EMC standards: IEC 60601-1-2:2001+A1;2006, IEC 60601-1-2:2007, and IEC 60601- 1:2014. The 2001 and 2006 editions of the standard are technically equivalent for linear accelerators. Modified by the particular standard for linear accelerators, IC 60601-2-1. Halcyon 2.0 Regulatory Plan This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems."
comparison of device specification with jurisdictional regulatory standards,0.018299334,0.361544967,D58308 HAL 4.0 Device Description Rev 1.0.docx.pdf,D58308,1,84,12 mm > 2.10 Principal Safety Features > 2.10.1 Compliance to International Safety Standards,30,"HAL has been designed to meet the following international product safety standards: Document Identifier Title MDR 2017/745 Medical Device Regulation CMDR SOR/98-282 Health Canada Medical Devices Regulations 21 CFR part 801 Labeling [FDA medical device labeling regulation] 21 CFR part 803 Medical Device Reporting [FDA regulation, U.S.] 21 CFR part 806 Medical Devices: Reports of Corrections & Removals [FDA regulation, U.S.] 21 CFR part 807 Establishment Registration and Device Listing for Manufacturers and Initial Importers of Devices [FDA regulation, U.S.] EN ISO 13485:2016 Quality management systems. Requirements for regulatory purposes [Certified QMS supports EU CE marking regulation and Health Canada] MDSAP Medical Device Single Audit Program EN ISO 14971:2019 Medical devices - Application of risk management to medical devices ISO 15223-1:2016 Medical devices - Symbols to be used with medical device labels, labelling and information to be supplied - Part 1: General requirements"
comparison of device specification with jurisdictional regulatory standards,0.017110888,0.372898966,D45070 Hal 4 Applicable Product Standards Rev 2.docx.pdf,D45070,2,99,2. Standards Evaluation > 2.14 Chinese standards (Continued),59-60,"N/A N/A Specs are 100% created by China. 2.14 -31 X Applicable  Not Applicable 《放射治疗用激光定位系 YY/T 1537—2017 统性能和试验方法》 Laser positioning system in radiation therapy— Functional-performance characteristics and test methods Specifications and test  Self Cert  Third Party Specs are 100% created by China. NOTE: Self Cert is ok. Not finding an English copy HAL 4.0 Applicable Product Standards This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc Number Rev. Date D45070 2 date of last e-sign Format L00003413 Rev 08        Page 60 of 95 # Applicable/ Not Applicable Document Identifier Title Evidence Tested by Comments/ Justification 2.14 -32  Applicable  Not Applicable 国家食品药品监督管理 总局通告（2017 年第 13 号） CFDA Announcement No13[2017] 医疗器械网络安全注册技 术审查指导原则 Medical Device Cybersecurity Registration Guidelines  Self Cert Report see notes  Third Party NOTE: Self"
comparison of device specification with jurisdictional regulatory standards,0.01685008,0.382324576,D58308 HAL 4.0 Device Description Rev 1.0.docx.pdf,D58308,1,85,12 mm > 2.10 Principal Safety Features > 2.10.1 Compliance to International Safety Standards (Continued),30-31,"BS EN 1041: Information supplied by the manufacturer of medical devices 2008+A1:2013 HAL 4.0 Device Description Revision Doc Number 1.0 D58308 Varian Confidential REG0507F03 Rev 02 This document contains confidential, proprietary information of Varian, a Siemens Healthineers Company. It may not be copied or reproduced without prior written permission from Varian. Page 31 of 41 Document Identifier Title MHLW Ministerial Ordinance No. 169 Japanese Quality system requirements [Based on ISO 13485] FDA guidance document – CDRH Sept 27, 2019 Off-The-Shelf Software in Medical Devices FDA UDI GS1 UDI FDA Unique Device Identification System; Final Rule, 24 Sep 2013. New UDI guidance, 18 Dec 2018 GS1 Healthcare, Implementation Guideline IEC /TR 60878 Ed. 3.0 b:2015 Graphical Symbols for Electrical Equipment in Medical Practice Therapeutic Goods Act 1989 Therapeutic Goods (Medical Devices) Regulations 2002 Australian TGA requirements"
